id,arcana,suit,number,name_ja,name_en,element,polarity,yes_no_upright,yes_no_reversed,timing,themes,keywords_upright,keywords_reversed,core_upright,core_past,core_present,core_future,interpretation_upright,angel_upright,action_upright,core_reversed,interpretation_reversed,angel_reversed,action_reversed,image
sword_2,minor,swords,2,ソードの2,Two of Swords,風,陰,保留,No,停滞,迷い|均衡|防御,迷い|均衡|防御|保留|遮断|葛藤|選択回避|沈黙|緊張,回避|優柔不断|感情遮断|混乱|緊張増大|停滞|不安|拒否|硬直|逃避,"今は、判断を下すことを避け、心を閉じてバランスを保とうとしている時です。決めないことで守られている面もありますが、同時に停滞も生まれています。感情に目を向けることで、次の一手が見えてくるでしょう。","これまで、対立や衝突を避けてきた背景があります。","今は、選択を保留し、心を守る地点にいます。","感情と向き合うことで、再び選択肢が動き始めるでしょう。","今は、無理に決めなくて大丈夫です。","守ることも、必要な選択です。","感情を感じてみましょう。","現実から目を背け、問題を先送りしやすい状態です。","緊張が続いています。","今は待って大丈夫です。","安全を確保しましょう.","swords/Swords_02_Two"
sword_3,minor,swords,3,ソードの3,Three of Swords,風,陽,No,No,痛み,痛み|悲しみ|真実,痛み|悲しみ|失望|別離|真実|衝撃|理解|心の傷|認識,癒し拒否|否認|執着|閉塞|回避|自己防衛|苦悩|停滞|誤解|孤立,"今は、心に痛みを伴う真実が明らかになりやすい時です。傷つく経験は辛いですが、同時に幻想を手放す機会でもあります。感情を否定せず、感じ切ることで理解が深まっていくでしょう。","これまで、期待と現実のズレが積み重なってきました。","今は、痛みと向き合い、真実を受け止める地点にいます。","受容が進むことで、癒しと理解の流れが静かに始まるでしょう。","今は、痛みを否定しない時です。","真実は、癒しの入口です。","感情を言葉にしましょう。","痛みを避け、心を閉ざしやすい状態です。","悲しみに囚われています。","時間が必要です。","自分を労りましょう.","swords/Swords_03_Three"
sword_4,minor,swords,4,ソードの4,Four of Swords,風,陰,保留,No,休息,休息|回復|静止,休息|回復|静止|内省|癒し|距離|整える|再生|沈黙,疲弊|回避|停滞長期|孤立|無気力|逃避|不安|閉塞|倦怠|消耗,"今は、思考と行動を一度止め、心身を休ませる時です。距離を取ることで、消耗したエネルギーが回復していきます。何もしない時間も、必要な整えの一部です。","これまで、緊張や思考の酷使が続いてきました。","今は、休息と回復を優先する地点にいます。","十分に整えることで、再び明晰さと意欲が戻ってくるでしょう。","今は、休むことを選んで大丈夫です。","静けさは、回復をもたらします。","休息を確保しましょう。","休むことに罪悪感を抱きやすい状態です。","思考が止まらず疲れています。","無理に動かなくて大丈夫です。","深呼吸しましょう.","swords/Swords_04_Four"
sword_5,minor,swords,5,ソードの5,Five of Swords,風,陽,No,No,混乱,敗北|対立|後味,敗北|対立|後味|衝突|勝敗|孤立|不信|代償|緊張,和解|手放し|理解|距離|再評価|許し|修復|学び|選び直し|平和,"今は、勝ち負けや正しさにこだわることで、心が消耗しやすい時です。たとえ勝ったとしても、後味の悪さや孤立が残る可能性があります。何を守り、何を手放すかを見直してみてください。","これまで、対立や競争が積み重なってきました。","今は、衝突の中で自分の立ち位置を再確認する地点にいます。","争いから距離を取ることで、より健全な選択肢が見えてくるでしょう。","今は、勝ちに固執しない時です。","平和は、選び直せます。","一歩引きましょう。","対立に囚われ、孤立しやすい状態です。","意地が判断を曇らせています。","争わなくて大丈夫です。","距離を取りましょう.","swords/Swords_05_Five"
pentacle_1,minor,pentacles,1,ペンタクルのエース,Ace of Pentacles,地,陰,Yes,保留,始まり,現実|基盤|種,始まり|現実|基盤|機会|安定|形|実り|具体化|信頼,機会損失|不安|現実逃避|疑念|慎重過多|停滞|躊躇|不安定|浪費|準備不足,"今は、現実的なチャンスが目の前に差し出される時です。小さくても確かな種があり、それをどう育てるかが焦点になります。地に足をつけた一歩が、安定した実りにつながっていくでしょう。","これまで、安定や基盤を求めて準備を重ねてきました。","今は、現実的なスタート地点に立ち、具体化を始める地点にいます。","丁寧に育てることで、確かな成果へと成長していくでしょう。","今は、現実的な一歩を選ぶ時です。","その機会は、確かなものです。","具体的に動きましょう。","不安が先立ち、チャンスを疑いやすい状態です。","現実を避けようとしています。","焦らなくて大丈夫です。","準備を整えましょう.","pentacles/Pentacles_01_Ace"
pentacle_2,minor,pentacles,2,ペンタクルの2,Two of Pentacles,地,陰,保留,No,忙しさ,調整|バランス|対応,調整|バランス|対応|柔軟|やりくり|同時進行|変化|適応|選択,過負荷|混乱|不安定|優先混乱|疲弊|先延ばし|無計画|消耗|焦り|限界,"今は、複数のことを同時に扱いながら、バランスを取ろうとしている時です。完璧に整えようとするより、柔軟に対応することが焦点になります。無理のない配分を意識してみてください。","これまで、忙しさの中でやりくりを続けてきました。","今は、優先順位を見直し、調整する地点にいます。","取捨選択が進むことで、流れは落ち着いていくでしょう。","今は、柔軟に対応する時です。","あなたは、十分にやりくりできています。","負荷を見直しましょう。","抱えすぎてバランスを崩しやすい状態です。","無理が続いています。","一人で背負わなくて大丈夫です。","優先順位を整理しましょう.","pentacles/Pentacles_02_Two"
pentacle_3,minor,pentacles,3,ペンタクルの3,Three of Pentacles,地,陰,Yes,Yes,進展,協力|評価|技術,協力|評価|技術|成長|学び|共同|計画|実務|積み上げ,不和|軽視|孤立|未熟|連携不足|誤解|停滞|自己否定|拒絶|不安,"今は、一人ではなく、協力や共同作業によって物事が形になりやすい時です。自分の役割を果たすことで、全体の完成度が高まります。学び合いながら進む姿勢が評価につながるでしょう。","これまで、技術や経験を積み重ねてきました。","今は、他者と連携し、形にしていく地点にいます。","協力関係が深まり、成果は着実に積み上がっていくでしょう。","今は、協力を大切にする時です。","あなたの力は、必要とされています。","役割を確認しましょう。","評価を恐れ、力を出し切れない状態です。","一人で抱え込んでいます。","安心して任せて大丈夫です。","相談しましょう.","pentacles/Pentacles_03_Three"
pentacle_4,minor,pentacles,4,ペンタクルの4,Four of Pentacles,地,陰,No,No,固定,執着|防衛|保持,保持|執着|防衛|安定|所有|守る|固定|不安|独占,解放|循環|共有|安心|柔軟|信頼|手放し|調整|余裕|変化,"今は、安定を守ろうとするあまり、心が硬くなりやすい時です。失う不安が、循環を止めている可能性があります。少し緩めることで、安心はかえって広がっていくでしょう。","これまで、失わないように慎重な選択を重ねてきました。","今は、守りと手放しのバランスを見直す地点にいます。","循環を取り戻すことで、安定はより健やかな形へ変わっていくでしょう。","今は、執着に気づく時です。","安心は、分かち合えます。","少し緩めましょう。","不安から手放せず、孤立しやすい状態です。","守りに入りすぎています。","すぐに変えなくて大丈夫です。","信頼を意識しましょう.","pentacles/Pentacles_04_Four"
pentacle_5,minor,pentacles,5,ペンタクルの5,Five of Pentacles,地,陰,No,No,困難,欠乏|不安|孤立,欠乏|不安|孤立|困難|不足感|排除|寒さ|試練|支援不足,回復|支援|希望|助け|つながり|再建|救済|温もり|再出発|受容,"今は、物質的・精神的な不足感を強く感じやすい時です。一人で耐えようとすると、孤立感が深まってしまいます。差し伸べられている支援や助けに、少し目を向けてみてください。","これまで、支えが得られにくい状況を経験してきました。","今は、不安や欠乏感と向き合う厳しい地点にいます。","助けを受け入れることで、回復への道が静かに開かれていくでしょう。","今は、一人で抱え込まない時です。","助けは、あなたの近くにあります。","支援を探しましょう。","孤立感が強まり、希望を見失いやすい状態です。","助けを拒んでいます。","恥じなくて大丈夫です。","誰かに頼りましょう.","pentacles/Pentacles_05_Five"
wand_6,minor,wands,6,ワンドの6,Six of Wands,火,陽,Yes,Yes,進展,勝利|評価|前進,勝利|成功|評価|注目|達成|前進|自信|承認|良い知らせ|凱旋,過信|傲慢|期待外れ|見栄|承認欲求|失速|評価の揺れ|空回り|孤立|失望,"今は、努力が認められ、前向きな評価や成果が表に出やすい時です。周囲からの承認や良い知らせが届き、物事が一段階進みます。ただし、結果に酔いすぎず、次の一歩を着実に整えることが鍵になります。","これまで、地道な努力や挑戦を積み重ね、注目や評価に近づいてきた流れがありました。","今は、成果が見えやすくなり、堂々と前に出られる地点にいます。","評価を追い風にしながら進めば、次の展開もスムーズに開けていくでしょう。","今は、受け取るべき評価を受け取る時です。","あなたの努力は、きちんと届いています。","一つだけ「次の目標」を決めて進みましょう。","評価や期待に振り回され、空回りしやすい状態です。","承認欲求や見栄が強くなると、本来の軸が揺らぎます。","評価に頼らなくて大丈夫です。","自分の基準を確認し、淡々と積み上げましょう。","wands/Wands_06_Six"
wand_7,minor,wands,7,ワンドの7,Seven of Wands,火,陽,Yes,No,緊張,防衛|主張|対抗,防衛|主張|対抗|立場|競争|プレッシャー|踏ん張り|意志,消耗|孤立|攻撃過多|防御疲れ|頑固|不安|疲弊|過剰反応|混乱|限界,"今は、自分の立場や信念を守るために踏ん張る必要がある時です。周囲からの圧や意見にさらされやすいですが、あなたの位置は正当なものです。無理をしすぎず、守るべきものを見極めてください。","これまで、評価や成果によって注目を集めてきました。","今は、立場を維持し、自分を守る地点にいます。","必要な主張を続けることで、状況は次第に安定していくでしょう。","今は、自分の立場を守る時です。","あなたの場所は、簡単には揺らぎません。","必要な線を引きましょう。","過剰に身構え、疲れやすい状態です。","孤立感が強まっています。","一人で戦わなくて大丈夫です。","助けを求めましょう.","wands/Wands_07_Seven"
wand_8,minor,wands,8,ワンドの8,Eight of Wands,火,陽,Yes,Yes,急展開,加速|展開|進行,加速|展開|進行|連絡|動き|変化|スピード|流れ|到達,混乱|急ぎすぎ|見落とし|不安定|焦り|暴走|誤解|遅延|空回り|疲労,"今は、物事が一気に動き出し、展開が加速する時です。待っていた連絡や進展が訪れやすく、流れに勢いがあります。考えすぎず、タイミングを信じて乗ってみてください。","これまで、準備や停滞の時間が続いていました。","今は、流れが動き、前進が始まる地点にいます。","スムーズな進展により、状況は一気に前へ進むでしょう。","今は、流れに乗る時です。","タイミングは、整っています。","素早く対応しましょう。","勢いに飲まれ、判断を誤りやすい状態です。","落ち着きを失っています。","急がなくて大丈夫です。","確認を怠らないで。","wands/Wands_08_Eight"
wand_9,minor,wands,9,ワンドの9,Nine of Wands,火,陽,保留,No,限界,警戒|継続|防御,警戒|継続|防御|忍耐|疲労|持久|守備|踏ん張り,消耗|不信|疑心暗鬼|防御過多|限界|疲弊|孤立|恐れ|緊張|撤退,"今は、疲れを感じながらも、もう一踏ん張りが必要な時です。過去の経験から警戒心が強まっていますが、それはあなたを守る知恵でもあります。休みながら、続けられる形を探してみてください。","これまで、多くの困難を乗り越えてきました。","今は、疲労を抱えつつも立ち続ける地点にいます。","無理をしなければ、最後までやり遂げる力は残っています。","今は、踏ん張りどころです。","あなたは、十分に耐えてきました。","休みながら続けましょう。","疑いが強く、人を遠ざけやすい状態です。","限界を超えようとしています。","休んで大丈夫です。","防御を緩めましょう.","wands/Wands_09_Nine"
wand_10,minor,wands,10,ワンドの10,Ten of Wands,火,陽,No,No,重圧,過負荷|責任|限界,過負荷|責任|重圧|義務|抱え込み|疲労|限界|手放し,解放|分担|軽減|区切り|整理|委ねる|再構築|余白|回復|再出発,"今は、多くを抱え込みすぎ、心身に重さを感じやすい時です。責任感が強いほど、限界を超えてしまうことがあります。手放すことや分担することも、大切な選択です。","これまで、多くの役割や期待を引き受けてきました。","今は、限界に近づき、整理と区切りが必要な地点にいます。","負担を軽くすることで、新しい流れが再び動き出すでしょう。","今は、抱え込みすぎない時です。","あなたは、十分に背負ってきました。","一つ下ろしましょう。","責任を手放せず、疲弊しやすい状態です。","義務感に縛られています。","すぐに全部降ろさなくて大丈夫です。","分担を考えましょう.","wands/Wands_10_Ten"
cup_6,minor,cups,6,カップの6,Six of Cups,水,陰,Yes,保留,穏やか,過去|純粋|懐かしさ,過去|純粋|思い出|安心|無邪気|優しさ|再会|原点|素直,停滞|現実逃避|未熟|依存|成長拒否|執着|後退|甘え|逃避|停滞,"今は、過去の思い出や純粋な感情が心に浮かびやすい時です。懐かしさの中に、大切な原点や安心感があります。ただし、過去に留まりすぎず、今の自分とどう繋げるかが鍵になります。","これまで、安心できる記憶や関係に支えられてきました。","今は、過去の経験から大切なものを受け取る地点にいます。","純粋な想いを今に活かすことで、心は穏やかに整っていくでしょう。","今は、原点を思い出す時です。","あなたの中に、変わらない優しさがあります。","懐かしさを書き留めましょう。","過去に縛られ、前に進みにくい状態です。","成長を避けています。","無理に進まなくて大丈夫です。","今と過去を繋げましょう.","cups/Cups_06_Six"
cup_7,minor,cups,7,カップの7,Seven of Cups,水,陰,保留,No,混乱,選択|幻想|迷い,幻想|選択|迷い|夢|可能性|混乱|誘惑|不確実|妄想,現実逃避|錯覚|混乱増大|誤認|過信|迷走|依存|不安|空虚|判断不能,"今は、多くの選択肢や可能性が見え、心が揺れやすい時です。魅力的に見えるものほど、実態が曖昧な場合もあります。落ち着いて、現実に根ざした選択を見極めてください。","これまで、理想や夢に心を向けてきました。","今は、幻想と現実の区別をつける地点にいます。","選択を絞ることで、霧は少しずつ晴れていくでしょう。","今は、冷静になる時です。","本物は、静かに残ります。","現実を書き出しましょう。","夢に溺れ、判断を誤りやすい状態です。","地に足がついていません。","焦らなくて大丈夫です。","一つずつ整理しましょう.","minor/Cups_07_Seven"
cup_8,minor,cups,8,カップの8,Eight of Cups,水,陰,No,Yes,転換,離脱|探索|決意,離脱|探索|決意|転換|成長|内的探求|区切り|前進|静かな勇気,未練|停滞|恐れ|依存|逃避|後悔|迷走|躊躇|不安|葛藤,"今は、満たされなくなったものから静かに離れる時です。外からは十分に見えても、心が納得していないなら前に進む必要があります。孤独に見える選択でも、それは成長への大切な一歩です。","これまで、心を満たそうと努力を続けてきました。","今は、本当の充足を求めて歩き出す地点にいます。","勇気ある決断が、より深い満足へと導いてくれるでしょう。","今は、手放しを選ぶ時です。","あなたの探求は、正しい道です。","静かに距離を取りましょう。","未練から動けず、停滞しやすい状態です。","恐れが決断を妨げています。","一人で進まなくて大丈夫です。","支えを思い出しましょう.","minor/Cups_08_Eight"
cup_9,minor,cups,9,カップの9,Nine of Cups,水,陰,Yes,Yes,満足,満足|願望|充足,満足|願望成就|充足|喜び|自己肯定|豊かさ|安心|達成|心地よさ,慢心|怠惰|独善|過剰|依存|空虚|満足不足|欲張り|停滞|油断,"今は、心が満たされ、願いが形になりやすい時です。これまで求めてきたものが手元にあり、安心感を味わえます。自分を認め、今の充足を素直に受け取ってください。","これまで、満足を求めて努力を続けてきました。","今は、願いが叶い、心が満ちる地点にいます。","満足感が自信となり、次の喜びを引き寄せるでしょう。","今は、満足を味わう時です。","あなたは、よくやっています。","自分を労いましょう。","満足に甘え、成長を止めやすい状態です。","独りよがりになっています。","分かち合って大丈夫です。","感謝を表しましょう.","cups/Cups_09_Nine"
cup_10,minor,cups,10,カップの10,Ten of Cups,水,陰,Yes,Yes,完成,幸福|調和|共有,幸福|調和|共有|愛|安心|結び|家族|心の完成|祝福,表面幸福|理想化|依存|現実逃避|期待過多|不満|不和|違和感|崩れ|過信,"今は、心が深く満たされ、人とのつながりに幸福を感じやすい時です。共有される喜びや安心感が、長く続く調和を育てます。完璧を求めず、今ある幸せを大切にしてください。","これまで、感情的な充足を求めてきました。","今は、心の完成と調和を実感する地点にいます。","分かち合う幸せが、穏やかに広がっていくでしょう。","今は、幸福を受け取る時です。","あなたは、愛の中にいます。","大切な人と喜びを分かち合いましょう。","理想と現実の差に違和感を覚えやすい状態です。","期待しすぎています。","比べなくて大丈夫です。","今の幸せを感じましょう.","cups/Cups_10_Ten"
sword_6,minor,swords,6,ソードの6,Six of Swords,風,陰,Yes,保留,移行,移動|回復|距離,移動|回復|距離|移行|整理|前進|静けさ|通過|癒し,逃避|未練|停滞|感情抑圧|後戻り|不安|躊躇|中途半端|葛藤|迷走,"今は、困難だった状況から静かに距離を取り、次の場所へ移行する時です。完全な解決でなくても、心が少し楽になる方向を選ぶことが大切です。穏やかな場所へ向かう途中だと信じてください。","これまで、思考や対立による疲労が続いてきました。","今は、心を守るために距離を取り、移行する地点にいます。","静かな回復が進み、次第に思考も落ち着いていくでしょう。","今は、移動を選んで大丈夫です。","安全な場所へ向かっています。","一歩距離を取りましょう。","問題から逃げていると感じやすい状態です。","決断に迷っています。","今は完全でなくて大丈夫です。","心の静けさを優先しましょう.","swords/Swords_06_Six"
sword_7,minor,swords,7,ソードの7,Seven of Swords,風,陽,No,No,警戒,策略|隠し事|回避,策略|隠し事|回避|秘密|単独行動|ずるさ|疑念|警戒|自己保身,露見|罪悪感|不信|混乱|後悔|孤立|誤解|対立|破綻|不安,"今は、本音を隠したり、正面から向き合うことを避けたくなる時です。賢さとして必要な場合もありますが、同時に不信を生む可能性もあります。何を守り、何を正直にするかを見極めてください。","これまで、対立や緊張を避けようとしてきました。","今は、ずるさと防衛の間で揺れる地点にいます。","誠実さを選ぶことで、後の混乱は小さく抑えられるでしょう。","今は、慎重になる時です。","真実は、後から必ず表れます。","正直さを確認しましょう。","疑いが強く、人を信じにくい状態です。","孤立しやすくなっています。","一人で抱えなくて大丈夫です。","信頼できる人を思い出しましょう.","swords/Swords_07_Seven"
sword_8,minor,swords,8,ソードの8,Eight of Swords,風,陰,No,No,停滞,制限|思い込み|束縛,制限|思い込み|束縛|自己否定|不安|恐れ|視野狭窄|閉塞|固定観念,解放|気づき|視点転換|自由|再選択|自信回復|突破|可能性|理解|勇気,"今は、自分自身の思い込みによって動けなくなっている時です。外からの制限よりも、内側の恐れが足を止めています。視点を変えることで、抜け道は必ず見つかります。","これまで、不安や恐れを抱え続けてきました。","今は、思考の罠に気づくための地点にいます。","気づきが生まれれば、状況は一気に緩み始めるでしょう。","今は、思い込みを疑う時です。","縛っているのは、あなた自身ではありません。","視点を変えてみましょう。","無力感が強まり、行動を避けやすい状態です。","自信を失っています。","一歩ずつで大丈夫です。","できることから始めましょう.","swords/Swords_08_Eight"
sword_9,minor,swords,9,ソードの9,Nine of Swords,風,陰,No,No,不安,不安|後悔|恐怖,不安|後悔|恐怖|罪悪感|心配|悪夢|思考過多|自責|苦悩,軽減|安心|許し|休息|共有|現実確認|癒し|受容|回復|希望,"今は、不安や後悔が頭を巡り、心が休まりにくい時です。多くは現実よりも思考が作り出した恐れかもしれません。一人で抱え込まず、言葉にすることで重さは和らぎます。","これまで、心配や自責の念を溜め込んできました。","今は、不安が表面化し、向き合う地点にいます。","共有と休息によって、思考は少しずつ落ち着いていくでしょう。","今は、不安を否定しないでください。","あなたは、一人ではありません。","誰かに話しましょう。","恐れに飲み込まれ、眠れなくなっている状態です。","現実以上に自分を責めています。","休んで大丈夫です。","安心できる環境を整えましょう.","swords/Swords_09_Nine"
sword_10,minor,swords,10,ソードの10,Ten of Swords,風,陽,No,No,終焉,終焉|限界|崩壊,終焉|限界|崩壊|裏切り|痛み|停止|区切り|底|リセット,再生|回復|夜明け|立ち直り|再出発|解放|回復力|転換|希望|再構築,"今は、思考や状況が限界を迎え、これ以上続けられない地点にいます。非常に辛く感じられますが、ここが底であり、これ以上悪くなることはありません。終わりは、新しい始まりの入口でもあります。","これまで、多くの痛みや失望を抱えてきました。","今は、完全な区切りと終焉を迎える地点にいます。","夜明けは必ず訪れ、回復と再出発が始まるでしょう。","今は、終わりを受け入れる時です。","これは、再生の前兆です。","一度、完全に休みましょう。","絶望感が強く、希望を見失いやすい状態です。","全てが終わったように感じています。","今は立ち上がらなくて大丈夫です。","夜明けを待ちましょう.","swords/Swords_10_Ten"
pentacle_6,minor,pentacles,6,ペンタクルの6,Six of Pentacles,地,陰,Yes,Yes,循環,分配|援助|公平,分配|援助|公平|循環|支援|受給|バランス|思いやり|寛容,不公平|依存|偏り|支配|上下関係|見返り|搾取|不満|不均衡|負担,"今は、与えることと受け取ることのバランスが整いやすい時です。助け合いや支援が、現実的な安心を生み出します。どちらの立場でも、感謝と尊重を忘れずにいましょう。","これまで、支える側・支えられる側の経験を重ねてきました。","今は、循環の中で公平さを確認する地点にいます。","健やかなやり取りが、安定した関係と信頼を育てていくでしょう。","今は、循環を意識する時です。","与えることも、受け取ることも尊い行為です。","バランスを整えましょう。","偏った関係に疲れやすい状態です。","依存や不満が溜まっています。","無理に与えなくて大丈夫です。","対等さを意識しましょう。","pentacles/Pentacles_06_Six"
pentacle_7,minor,pentacles,7,ペンタクルの7,Seven of Pentacles,地,陰,保留,No,停滞,忍耐|評価|待機,忍耐|評価|待機|成長|途中経過|見直し|投資|時間|積み重ね,焦り|失望|放棄|短期思考|無価値感|疲労|迷い|停滞感|疑念|後悔,"今は、これまでの努力の途中経過を見直し、結果を待つ時です。すぐに実りが見えなくても、積み重ねは確実に力になっています。焦らず、育成の時間を信頼してください。","これまで、現実的な努力を重ねてきました。","今は、進捗を確認し、評価する地点にいます。","忍耐を続けることで、成果はゆっくり形になっていくでしょう。","今は、待つことも大切です。","育ててきたものは、無駄ではありません。","途中経過を確認しましょう。","成果が見えず、諦めやすい状態です。","努力を過小評価しています。","今は結論を急がなくて大丈夫です。","もう少し様子を見ましょう。","pentacles/Pentacles_07_Seven"
pentacle_8,minor,pentacles,8,ペンタクルの8,Eight of Pentacles,地,陰,Yes,Yes,集中,技能|努力|習熟,技能|努力|習熟|集中|継続|精進|実務|鍛錬|向上,単調|過集中|孤立|視野狭窄|疲弊|完璧主義|硬直|偏り|消耗|義務,"今は、一つのことに集中し、技術や実力を磨く時です。地道な努力が、確かな自信と成果につながります。派手さよりも、丁寧さを大切にしてください。","これまで、学びや実践を積み重ねてきました。","今は、集中して磨き上げる地点にいます。","努力は確実に形となり、評価につながっていくでしょう。","今は、丁寧に取り組む時です。","積み重ねは、力になります。","集中できる環境を整えましょう。","頑張りすぎて疲れやすい状態です。","視野が狭くなっています。","休みながらで大丈夫です。","バランスを意識しましょう。","pentacles/Pentacles_08_Eight"
pentacle_9,minor,pentacles,9,ペンタクルの9,Nine of Pentacles,地,陰,Yes,Yes,充足,自立|豊かさ|洗練,自立|豊かさ|洗練|安心|成熟|余裕|自己価値|安定|満足,孤立|浪費|虚栄|依存回避|寂しさ|過信|距離|自己完結|不安|偏り,"今は、努力が実を結び、自立と豊かさを実感しやすい時です。物質的にも精神的にも余裕が生まれ、自分の価値を静かに味わえます。ここまで来た自分を、しっかり認めてください。","これまで、地道な努力と自立を重ねてきました。","今は、安心と成熟を実感する地点にいます。","余裕ある状態が、さらに良い循環を呼び込むでしょう。","今は、自立を味わう時です。","あなたは、十分に築いてきました。","自分を讃えましょう。","孤立しすぎて心を閉じやすい状態です。","頼ることを避けています。","一人で完璧でなくて大丈夫です。","分かち合いを思い出しましょう。","pentacles/Pentacles_09_Nine"
pentacle_10,minor,pentacles,10,ペンタクルの10,Ten of Pentacles,地,陰,Yes,Yes,完成,安定|継承|完成,安定|継承|完成|家族|基盤|繁栄|長期|安心|共有,固定化|保守|惰性|重圧|形式化|自由不足|閉塞|義務|停滞|変化拒否,"今は、長期的な安定や基盤が完成し、安心を実感できる時です。積み重ねてきた現実が形となり、次の世代や未来へと受け継がれていきます。ここまでの歩みを誇りに思ってください。","これまで、現実的な基盤作りを続けてきました。","今は、完成と継承を迎える地点にいます。","安定した基盤の上で、次の循環が穏やかに始まるでしょう。","今は、完成を受け取る時です。","あなたの積み重ねは、確かなものです。","安心を味わいましょう。","安定に縛られ、変化を恐れやすい状態です。","自由を制限しています。","すぐに変えなくて大丈夫です。","柔軟さを残しましょう。","pentacles/Pentacles_10_Ten"
wand_page,minor,wands,page,ワンドのペイジ,Page of Wands,火,陽,Yes,保留,始動,好奇心|兆し|探求,好奇心|兆し|探求|情熱|学び|可能性|柔軟|直感|若さ,未熟|不安定|気まぐれ|集中欠如|空回り|飽き|自信不足|迷走|軽率|継続不可,"今は、新しい可能性に心が惹かれ、試してみたい衝動が芽生える時です。まだ形は定まっていませんが、好奇心そのものが大切なサインです。結果を急がず、学びの姿勢で一歩踏み出してみてください。","これまで、刺激や変化を求める気持ちが高まってきました。","今は、情熱の兆しに気づき、探求を始める地点にいます。","経験を重ねることで、情熱は徐々に確かな方向性を持つでしょう。","今は、試してみる時です。","そのワクワクは、本物です。","興味のあることを書き出しましょう。","集中できず、気持ちが散りやすい状態です。","自信が揺らいでいます。","完璧でなくて大丈夫です。","まず触れてみましょう。","wands/Wands_11_Page"
wand_knight,minor,wands,knight,ワンドのナイト,Knight of Wands,火,陽,Yes,No,加速,行動|衝動|冒険,行動|衝動|冒険|情熱|挑戦|勢い|前進|大胆|変化,無謀|短気|不安定|衝突|計画不足|飽き|暴走|中断|軽率|疲労,"今は、情熱が一気に高まり、行動に移しやすい時です。勢いと勇気があり、状況を動かす力を持っています。ただし、スピードが速すぎると周囲との摩擦が生まれやすい点に注意してください。","これまで、動き出したい衝動を抑えてきました。","今は、情熱を行動へと変える地点にいます。","勢いを活かせば、状況は一気に前へ進むでしょう。","今は、動くことを恐れないでください。","あなたには、進む力があります。","直感に従って動きましょう。","衝動的になりすぎ、周囲とぶつかりやすい状態です。","継続が難しくなっています。","一度立ち止まっても大丈夫です。","方向を確認しましょう。","wands/Wands_12_Knight"
wand_queen,minor,wands,queen,ワンドのクイーン,Queen of Wands,火,陽,Yes,Yes,安定,自信|魅力|表現,自信|魅力|表現|情熱|存在感|創造|温かさ|主体性|信頼,嫉妬|支配|感情過多|不安定|承認欲求|過干渉|疲労|自己疑念|孤立|過信,"今は、自分らしい情熱を自然に表現でき、周囲を明るく照らす時です。無理に証明しなくても、あなたの存在そのものが力を持っています。自信と優しさを両立させることで、信頼はさらに深まるでしょう。","これまで、経験を通して自分の力を育ててきました。","今は、情熱を安定した形で発揮する地点にいます。","あなたの魅力が、周囲を勇気づける存在となるでしょう。","今は、自分を信じる時です。","あなたは、十分に輝いています。","堂々と振る舞いましょう。","承認を求めすぎ、疲れやすい状態です。","自信を見失いかけています。","無理に明るくしなくて大丈夫です。","休息を取りましょう。","wands/Wands_13_Queen"
wand_king,minor,wands,king,ワンドのキング,King of Wands,火,陽,Yes,Yes,統率,統率|ビジョン|指導,統率|ビジョン|指導|情熱|決断|影響力|創造|責任|展望,独裁|傲慢|短気|支配|理想過多|現実軽視|孤立|圧力|疲弊|頑固,"今は、情熱をビジョンとして掲げ、人を導く立場に立つ時です。行動力と先見性があり、周囲に影響を与える力を持っています。独りで抱え込まず、信頼を分かち合うことで統率は安定します。","これまで、情熱と経験を積み重ねてきました。","今は、全体を見渡し、方向性を示す地点にいます。","明確なビジョンが、多くの人を前進させるでしょう。","今は、導く役割を受け入れる時です。","あなたの情熱は、道標になります。","展望を言葉にしましょう。","支配的になり、孤立しやすい状態です。","責任を一人で背負いすぎています。","完璧でなくて大丈夫です。","信頼して任せましょう。","wands/Wands_14_King"
cup_page,minor,cups,page,カップのペイジ,Page of Cups,水,陰,Yes,保留,兆し,感受性|直感|芽生え,感受性|直感|芽生え|純粋|優しさ|想像力|心の声|柔らかさ|共感,幼さ|不安定|現実逃避|依存|傷つきやすさ|気まぐれ|混乱|未熟|自己否定|揺れ,"今は、繊細な感情や直感が静かに芽生える時です。はっきり言葉にできなくても、心が感じていることには意味があります。評価せず、そのまま受け取ることが大切です。","これまで、感情を抑えたり、後回しにしてきた場面がありました。","今は、心の声に耳を傾け、感情の芽に気づく地点にいます。","感受性を大切に育てることで、優しい流れが広がっていくでしょう。","今は、感じることを許す時です。","その感情は、あなたからのメッセージです。","気持ちを書き留めましょう。","感情に振り回されやすい状態です。","自分の気持ちが分からなくなっています。","答えを急がなくて大丈夫です。","静かに向き合いましょう。","cups/Cups_11_Page"
